type,length,mw,charge,charge_density,pi,instability,aromaticity,aliphatic,bomanind,hydrophratio
1,16.0,1614.98,1.989,0.0012315941993089699,10.708984375,-5.9375,0.0625,158.125,-1.0118749999999999,0.5625
1,16.0,1629.01,1.989,0.0012209869798221007,10.708984375,-5.9375,0.0625,158.125,-1.06375,0.5625
1,16.0,1649.0,1.989,0.0012061855670103094,10.708984375,-5.9375,0.125,133.75,-0.890625,0.5625
1,16.0,1629.01,1.989,0.0012209869798221007,10.708984375,11.78125,0.0625,164.375,-1.066875,0.5625
1,17.0,1738.09,2.031,0.0011685240695245933,10.708984375,30.835294117647056,0.058823529411764705,143.52941176470588,-0.5988235294117646,0.5294117647058824
1,17.0,1768.12,2.031,0.0011486776915593966,10.708984375,42.16470588235294,0.058823529411764705,143.52941176470588,-0.34352941176470586,0.5294117647058824
1,17.0,1796.17,2.031,0.0011307392952782866,10.708984375,37.17058823529412,0.058823529411764705,154.70588235294116,-0.4747058823529412,0.5294117647058824
1,97.0,10586.720000000001,2.95,0.00027865098916378254,8.240478515625,16.77731958762886,0.09278350515463918,50.41237113402061,2.4408247422680414,0.35051546391752575
1,13.0,1264.32,1.157,0.0009151164262212099,12.25,-22.676923076923075,0.0,44.61538461538461,1.1384615384615384,0.15384615384615385
1,25.0,3124.81,8.68,0.0027777688883484117,12.30078125,77.92400000000002,0.16,50.8,2.7516,0.4
1,21.0,2184.55,-0.628,-0.00028747339268956994,5.625,33.81904761904762,0.19047619047619047,74.28571428571428,-0.9433333333333332,0.5714285714285714
1,21.0,2534.97,5.989,0.00236255261403488,13.8046875,50.05714285714286,0.14285714285714285,55.71428571428571,2.8466666666666667,0.2857142857142857
1,44.0,4789.35,1.104,0.00023051144727363838,7.83056640625,32.420454545454554,0.11363636363636363,42.04545454545455,1.7479545454545453,0.3181818181818182
1,37.0,3847.36,2.99,0.0007771562837894036,11.67578125,14.045945945945947,0.05405405405405406,90.0,1.462162162162162,0.4594594594594595
1,26.0,2984.58,6.984,0.0023400277425969485,11.3994140625,19.826923076923077,0.15384615384615385,67.6923076923077,0.815,0.34615384615384615
1,38.0,4277.080000000001,4.149,0.0009700543361358682,8.743408203125,42.88947368421053,0.07894736842105263,61.57894736842105,1.5507894736842105,0.42105263157894735
1,40.0,4647.55,9.107,0.00195952706264591,11.651611328125,26.005000000000003,0.075,60.75,2.69925,0.375
1,42.0,4832.7300000000005,9.107,0.001884442126913773,11.651611328125,25.242857142857144,0.07142857142857142,57.85714285714285,2.680238095238095,0.35714285714285715
1,41.0,4781.77,8.066,0.001686823080156511,11.625,70.11219512195122,0.07317073170731707,56.829268292682926,2.4360975609756097,0.4146341463414634
1,42.0,4806.7300000000005,6.066,0.001261980598036503,10.404296875,88.28571428571426,0.07142857142857142,55.47619047619047,1.9221428571428572,0.38095238095238093
1,42.0,4837.75,9.105,0.001882073277866777,11.361328125,57.29761904761905,0.09523809523809523,55.47619047619047,2.443095238095238,0.35714285714285715
1,40.0,4571.5,9.107,0.0019921251230449522,11.651611328125,30.3975,0.05,70.5,2.60025,0.4
1,38.0,4358.26,8.107,0.0018601460215774183,11.40185546875,38.52368421052631,0.05263157894736842,74.21052631578947,2.3692105263157894,0.42105263157894735
1,40.0,4557.47,8.107,0.0017788378201063306,11.40185546875,41.912499999999994,0.05,73.0,2.3440000000000003,0.425
1,40.0,4525.450000000001,8.063,0.0017817012672772872,10.9716796875,43.3075,0.05,75.5,2.18475,0.4
1,38.0,4162.030000000001,7.065,0.0016974889657210542,10.9384765625,60.047368421052624,0.05263157894736842,56.315789473684205,1.786315789473684,0.3684210526315789
1,38.0,4104.9800000000005,6.065,0.0014774737026733381,10.0615234375,55.110526315789464,0.05263157894736842,63.94736842105262,1.2873684210526317,0.39473684210526316
1,42.0,4449.35,6.065,0.001363120455796914,10.0615234375,48.792857142857144,0.047619047619047616,67.14285714285714,1.187142857142857,0.38095238095238093
1,27.0,2580.99,3.03,0.001173968128508828,10.98681640625,-8.737037037037036,0.037037037037037035,108.88888888888889,-0.11481481481481486,0.48148148148148145
1,27.0,2580.99,3.03,0.001173968128508828,10.98681640625,-5.592592592592592,0.037037037037037035,108.88888888888889,-0.11481481481481486,0.48148148148148145
1,25.0,2379.81,3.03,0.0012732108865833828,10.98681640625,-10.235999999999999,0.04,117.6,-0.5256000000000001,0.52
1,27.0,2550.97,3.03,0.001187783470601379,10.98681640625,-11.299999999999999,0.037037037037037035,108.88888888888889,-0.2755555555555556,0.48148148148148145
1,20.0,1935.48,2.989,0.0015443197553061771,13.0,12.564999999999998,0.0,170.5,-1.844,0.55
1,20.0,1917.44,2.989,0.0015588492990654204,13.0,22.195,0.0,190.0,-1.9725000000000001,0.55
1,20.0,1917.44,2.989,0.0015588492990654204,13.0,12.564999999999998,0.0,190.0,-1.9725000000000001,0.55
1,27.0,2674.16,3.986,0.001490561522122835,10.7646484375,7.025925925925926,0.037037037037037035,112.2222222222222,0.0518518518518518,0.4074074074074074
1,27.0,2702.21,3.986,0.0014750889087080576,10.7646484375,-1.7444444444444434,0.037037037037037035,119.25925925925924,-0.030740740740740798,0.4074074074074074
1,27.0,2697.2,4.028,0.0014934005635473823,10.7646484375,-0.6777777777777778,0.037037037037037035,115.92592592592591,-0.023333333333333366,0.4074074074074074
1,27.0,2612.13,3.986,0.0015259577432976154,10.7646484375,7.248148148148148,0.037037037037037035,130.37037037037035,-0.5174074074074074,0.5185185185185185
1,27.0,2840.38,3.986,0.0014033333568043713,10.7646484375,15.622222222222222,0.1111111111111111,108.5185185185185,-0.07703703703703707,0.4444444444444444
1,20.0,1947.46,2.989,0.0015348197138837253,13.0,22.195,0.0,190.0,-1.7555,0.55
1,17.0,1805.22,3.03,0.0016784657825638979,10.98681640625,-4.2294117647058815,0.0,160.58823529411765,-0.07294117647058822,0.5294117647058824
1,23.0,2479.95,1.722,0.000694368838081413,8.8759765625,18.504347826086956,0.08695652173913043,89.13043478260869,0.27826086956521734,0.6086956521739131
1,24.0,2677.38,4.68,0.0017479775003921743,10.947265625,12.295833333333336,0.125,126.25,-0.4804166666666667,0.625
1,24.0,2530.24,4.68,0.001849626912862021,10.6923828125,31.070833333333336,0.08333333333333333,134.16666666666666,-1.19375,0.6666666666666666
1,33.0,3252.86,3.68,0.001131312137626581,10.26513671875,35.74242424242424,0.030303030303030304,106.66666666666666,0.02848484848484847,0.48484848484848486
1,33.0,3318.0099999999998,4.679,0.0014101826094556678,10.52099609375,25.76060606060607,0.0,103.63636363636364,0.3272727272727272,0.45454545454545453
1,46.0,4886.910000000001,6.679,0.0013667122987736625,10.66650390625,-6.297826086956528,0.021739130434782608,112.17391304347825,0.9863043478260869,0.41304347826086957
1,46.0,4801.81,5.679,0.0011826790314485578,10.462646484375,-8.14347826086957,0.021739130434782608,114.34782608695652,0.6226086956521739,0.43478260869565216
1,46.0,4801.81,5.679,0.0011826790314485578,10.462646484375,-8.14347826086957,0.021739130434782608,114.34782608695652,0.6226086956521739,0.43478260869565216
1,37.0,3712.58,5.679,0.0015296640072402481,10.5625,17.656756756756756,0.02702702702702703,124.05405405405406,-0.3275675675675676,0.5135135135135135
1,33.0,3461.19,6.523,0.0018846119398241645,10.48681640625,42.68181818181818,0.09090909090909091,89.09090909090911,0.2533333333333333,0.5151515151515151
1,33.0,3321.0,4.679,0.001408912978018669,10.400390625,19.154545454545453,0.0,97.87878787878788,0.5657575757575757,0.5151515151515151
1,33.0,3308.0099999999998,4.679,0.0014144455427885648,10.400390625,19.154545454545453,0.0,97.87878787878788,0.4424242424242424,0.5151515151515151
1,37.0,3748.48,4.679,0.0012482392863240569,10.400390625,4.900000000000001,0.02702702702702703,105.40540540540542,0.3559459459459459,0.4594594594594595
1,24.0,2570.22,4.68,0.0018208558022270466,10.6923828125,8.758333333333335,0.125,113.74999999999999,-0.7541666666666668,0.625
1,24.0,2609.2599999999998,2.679,0.0010267278845343124,9.6318359375,15.833333333333337,0.125,142.5,-1.2666666666666668,0.625
1,33.0,3439.07,3.679,0.0010697659541678418,10.15185546875,6.075757575757574,0.06060606060606061,100.6060606060606,0.4303030303030303,0.42424242424242425
1,33.0,3515.22,5.677,0.0016149771564795375,10.48583984375,32.945454545454545,0.09090909090909091,94.84848484848486,0.43090909090909085,0.48484848484848486
1,37.0,3814.56,4.679,0.0012266159137620067,10.400390625,22.75945945945946,0.05405405405405406,89.72972972972974,0.4527027027027027,0.4594594594594595
1,13.0,1396.77,1.99,0.0014247155938343463,13.55078125,32.330769230769235,0.07692307692307693,202.30769230769232,-1.5461538461538462,0.6153846153846154
1,13.0,1391.79,1.989,0.0014290949065591794,12.84375,-2.0769230769230766,0.0,232.30769230769232,-1.833076923076923,0.6153846153846154
1,13.0,1361.72,0.99,0.0007270217078400846,12.25,20.76923076923077,0.0,240.0,-2.1507692307692308,0.6153846153846154
1,13.0,1377.72,0.99,0.0007185785210347531,12.25,17.51538461538462,0.0,232.30769230769232,-1.7492307692307694,0.6153846153846154
1,13.0,1368.76,1.989,0.0014531400683830621,12.84375,19.269230769230774,0.07692307692307693,202.30769230769232,-2.266923076923077,0.6153846153846154
1,13.0,1457.81,1.99,0.001365061290565986,13.55078125,50.4,0.15384615384615385,172.30769230769232,-1.1476923076923078,0.6153846153846154
1,10.0,1122.45,1.989,0.0017720165708940265,12.84375,19.770000000000003,0.0,234.0,-1.393,0.6
1,13.0,1639.99,2.989,0.0018225720888542002,13.55859375,24.04615384615385,0.3076923076923077,112.3076923076923,-0.12307692307692308,0.5384615384615384
1,21.0,2434.96,6.678,0.0027425501856293325,11.4150390625,39.87619047619048,0.047619047619047616,50.95238095238095,2.810952380952381,0.2857142857142857
1,45.0,5137.89,2.842,0.0005531453573354042,8.12939453125,26.08,0.08888888888888889,30.444444444444443,2.6295555555555556,0.4
1,13.0,1430.83,1.989,0.001390102248345366,12.84375,40.61538461538462,0.15384615384615385,180.0,-2.2484615384615383,0.6923076923076923
1,13.0,1430.83,1.989,0.001390102248345366,12.84375,10.984615384615388,0.15384615384615385,187.6923076923077,-2.2523076923076926,0.6923076923076923
1,13.0,1446.83,1.989,0.0013747295812223967,12.84375,32.330769230769235,0.15384615384615385,180.00000000000003,-1.8507692307692307,0.6923076923076923
1,13.0,1460.85,1.989,0.0013615360920012324,12.84375,32.330769230769235,0.15384615384615385,180.00000000000003,-1.9146153846153846,0.6923076923076923
1,13.0,1366.81,1.989,0.0014552132337340231,12.84375,20.476923076923075,0.0,210.00000000000003,-2.2853846153846153,0.6923076923076923
1,14.0,1574.98,2.989,0.0018978018768492297,13.0,-13.578571428571427,0.07142857142857142,146.4285714285714,-0.4092857142857143,0.5714285714285714
1,14.0,1603.06,2.031,0.0012669519543872345,12.84375,56.464285714285715,0.07142857142857142,222.85714285714283,-1.887857142857143,0.6428571428571429
1,13.0,1368.76,1.989,0.0014531400683830621,12.84375,-2.0769230769230766,0.07692307692307693,202.30769230769232,-2.266923076923077,0.6153846153846154
1,33.0,3399.12,4.721,0.001388888888888889,10.400390625,0.09696969696969705,0.0,112.12121212121212,0.5354545454545455,0.45454545454545453
1,25.0,2650.29,4.68,0.0017658444924895011,10.6923828125,26.108,0.04,116.8,-0.05680000000000005,0.52
1,31.0,3187.88,3.679,0.0011540584965557047,10.0654296875,-13.606451612903228,0.03225806451612903,107.09677419354838,0.2754838709677419,0.45161290322580644
1,32.0,3416.11,2.722,0.000796812749003984,9.693359375,46.99999999999999,0.0625,88.4375,0.3490625,0.40625
1,24.0,2652.33,4.68,0.0017644863195756184,10.947265625,34.60833333333334,0.125,117.91666666666666,-0.36125000000000007,0.625
1,32.0,3290.0099999999998,4.679,0.0014221841270999178,10.3076171875,-9.503125000000004,0.03125,112.8125,0.39968750000000003,0.46875
1,32.0,3199.89,4.679,0.0014622377644231523,10.52099609375,-1.5437500000000015,0.0,125.0,0.014687499999999978,0.5
1,28.0,2863.52,3.679,0.0012847823657596246,10.15185546875,-13.917857142857144,0.0,115.0,0.2275,0.5
1,28.0,3001.67,3.721,0.0012396432652490115,10.15185546875,-11.914285714285716,0.0,97.49999999999997,0.7817857142857143,0.4642857142857143
1,25.0,2616.28,4.68,0.0017887993639824481,10.6923828125,26.108,0.0,132.39999999999998,-0.13440000000000005,0.52
1,27.0,2785.48,4.679,0.0016797822996395596,10.52099609375,-5.522222222222222,0.037037037037037035,122.96296296296295,-0.32,0.48148148148148145
1,31.0,3157.85,3.679,0.0011650331713032602,10.0654296875,-16.7741935483871,0.03225806451612903,110.32258064516128,0.13419354838709677,0.4838709677419355
1,37.0,4034.92,7.987,0.001979469233590753,11.71484375,39.25405405405406,0.05405405405405406,110.81081081081082,0.8637837837837837,0.4594594594594595
1,35.0,3547.35,7.986,0.002251257981309992,11.436279296875,12.93714285714286,0.02857142857142857,111.42857142857142,0.3959999999999999,0.42857142857142855
1,35.0,3902.69,6.988,0.001790559844619993,11.5673828125,61.85142857142856,0.05714285714285714,114.28571428571428,1.4205714285714286,0.45714285714285713
1,35.0,3816.65,7.987,0.002092672893768095,11.71484375,22.079999999999995,0.05714285714285714,117.14285714285714,0.883142857142857,0.45714285714285713
1,39.0,4204.85,5.988,0.0014240698241316575,11.5205078125,16.299999999999997,0.02564102564102564,92.56410256410255,1.939230769230769,0.38461538461538464
1,39.0,4197.820000000001,6.031,0.0014366980956782326,12.142578125,29.994871794871795,0.02564102564102564,95.38461538461539,1.919230769230769,0.38461538461538464
1,36.0,3806.35,2.99,0.0007855294442182144,11.2880859375,18.875,0.05555555555555555,92.49999999999999,1.366111111111111,0.4722222222222222
1,39.0,4199.84,6.03,0.0014357689816754924,11.93017578125,19.45897435897436,0.02564102564102564,92.82051282051282,1.7917948717948717,0.41025641025641024
1,35.0,3641.42,7.984,0.002192551257476479,11.146728515625,15.362857142857145,0.05714285714285714,100.28571428571428,0.6405714285714286,0.37142857142857144
1,31.0,3337.89,5.988,0.0017939476735302842,11.62646484375,26.458064516129035,0.03225806451612903,88.38709677419354,1.8596774193548387,0.3225806451612903
1,39.0,4199.88,6.03,0.0014357553072944943,11.62646484375,17.28205128205128,0.02564102564102564,97.69230769230768,1.494102564102564,0.38461538461538464
1,13.0,1495.94,2.989,0.0019980747890958194,13.55859375,34.08461538461538,0.07692307692307693,210.0,-1.1776923076923078,0.6923076923076923
1,35.0,4234.1,8.103,0.0019137479039229113,10.374755859375,26.900000000000006,0.05714285714285714,63.99999999999999,3.5368571428571425,0.37142857142857144
1,35.0,4279.200000000001,9.103,0.0021272667788371654,10.57958984375,42.98,0.05714285714285714,52.857142857142854,3.6954285714285717,0.37142857142857144
1,37.0,4003.8,6.987,0.0017450921624456767,11.376953125,16.524324324324326,0.05405405405405406,108.10810810810811,0.8467567567567567,0.43243243243243246
1,84.0,9337.2,0.24,2.5703637064644643e-05,8.00390625,45.452499999999986,0.07142857142857142,60.595238095238095,2.5083333333333333,0.2857142857142857
1,23.0,2465.93,4.03,0.0016342718568653613,11.15673828125,-0.10434782608695584,0.13043478260869565,72.17391304347825,0.41913043478260864,0.43478260869565216
1,48.0,4968.4800000000005,4.677,0.0009413341706115349,10.4033203125,18.675000000000004,0.10416666666666667,54.79166666666667,1.5391666666666666,0.3125
1,26.0,2846.48,5.988,0.0021036508248784467,13.71875,44.73076923076924,0.038461538461538464,135.0,0.5700000000000001,0.4230769230769231
1,42.0,4476.43,10.985,0.0024539644314777623,12.28662109375,8.319047619047616,0.047619047619047616,102.38095238095237,1.1657142857142857,0.4523809523809524
1,51.0,5804.820000000001,8.741,0.001505817579184195,9.46044921875,23.694117647058828,0.13725490196078433,28.823529411764703,2.1174509803921566,0.3137254901960784
1,32.0,3706.38,1.061,0.0002862631462505193,7.824951171875,46.556250000000006,0.125,45.625,1.54,0.375
1,13.0,1906.29,3.989,0.002092546254767113,13.7109375,76.27692307692308,0.38461538461538464,60.0,1.0692307692307692,0.15384615384615385
1,18.0,2076.59,5.066,0.002439576420959361,9.24951171875,46.28333333333334,0.05555555555555555,48.33333333333332,2.917222222222222,0.5555555555555556
1,13.0,1901.27,4.99,0.0026245614773283124,13.86328125,139.58461538461543,0.38461538461538464,52.30769230769231,2.905384615384615,0.3076923076923077
1,25.0,3079.67,8.367,0.0027168495325797896,10.839111328125,95.12,0.12,42.8,3.9324,0.28
1,44.0,5060.84,6.056,0.0011966392930817808,9.38525390625,34.62045454545455,0.1590909090909091,48.63636363636364,2.015681818181818,0.3181818181818182
1,29.0,3254.98,10.028,0.0030808177008768106,12.80810546875,26.41034482758621,0.034482758620689655,121.03448275862067,2.1620689655172414,0.3793103448275862
1,18.0,2083.63,6.066,0.0029112654358019415,10.404296875,59.994444444444454,0.0,64.44444444444444,3.5444444444444443,0.5555555555555556
1,34.0,3454.09,4.03,0.0011667327718733443,11.15673828125,1.8470588235294103,0.029411764705882353,92.3529411764706,0.16323529411764703,0.47058823529411764
1,34.0,3472.11,4.03,0.0011606775130972233,13.078125,6.2676470588235285,0.058823529411764705,92.3529411764706,-0.14882352941176474,0.5
1,30.0,3022.71,5.987,0.0019806729722666085,11.3740234375,-5.280000000000002,0.03333333333333333,117.33333333333331,-0.25633333333333336,0.5
1,28.0,2849.54,4.987,0.001750107034819655,13.140625,10.367857142857138,0.03571428571428571,146.78571428571428,-0.9107142857142857,0.6785714285714286
1,29.0,2839.4,6.986,0.002460378953299993,13.234375,-0.0655172413793108,0.034482758620689655,97.9310344827586,0.18551724137931025,0.5172413793103449
1,26.0,2703.18,2.989,0.0011057347272471682,10.6904296875,22.780769230769227,0.07692307692307693,90.38461538461539,0.3199999999999999,0.5
1,28.0,2997.53,2.988,0.0009968207157226116,10.6904296875,4.092857142857138,0.03571428571428571,111.42857142857142,0.7357142857142857,0.4642857142857143
1,30.0,3110.69,3.988,0.001282030674866348,11.15673828125,42.16,0.03333333333333333,104.33333333333334,0.31266666666666665,0.4
1,28.0,2779.41,4.987,0.0017942656894808613,13.140625,-7.185714285714288,0.03571428571428571,125.71428571428572,-0.7460714285714286,0.5357142857142857
1,25.0,2710.16,5.111,0.0018858665171060012,11.19970703125,4.971999999999998,0.16,70.4,0.20319999999999996,0.4
1,19.0,1998.34,1.989,0.0009953261206801646,12.84375,50.81578947368421,0.10526315789473684,66.84210526315788,-0.049473684210526336,0.3684210526315789
1,16.0,1793.05,4.031,0.00224812470371713,13.7109375,35.224999999999994,0.0,42.5,3.29,0.125
1,16.0,1806.09,3.987,0.002207531186153514,12.13671875,24.63125,0.0625,42.5,2.753125,0.125
1,20.0,2339.67,3.985,0.0017032316523270374,11.23779296875,30.645000000000003,0.1,53.5,3.1870000000000003,0.15
1,26.0,3025.36,3.071,0.0010150858079699607,11.8134765625,63.019230769230774,0.11538461538461539,30.0,2.9073076923076924,0.15384615384615385
1,19.0,2197.56,6.029,0.0027434973334061414,12.583984375,41.152631578947364,0.05263157894736842,35.78947368421052,3.6578947368421053,0.10526315789473684
1,31.0,3837.58,7.062,0.0018402222233803596,10.189453125,60.19032258064515,0.16129032258064516,47.09677419354838,3.0125806451612904,0.41935483870967744
1,31.0,3837.58,7.062,0.0018402222233803596,10.189453125,53.9774193548387,0.16129032258064516,47.09677419354838,3.0125806451612904,0.41935483870967744
1,38.0,4802.070000000001,4.4,0.0009162715245716951,10.220458984375,40.93684210526315,0.13157894736842105,10.26315789473684,4.95,0.05263157894736842
1,30.0,3447.1,3.06,0.0008877027066229585,8.392578125,55.709999999999994,0.16666666666666666,65.33333333333333,1.0763333333333334,0.5
1,29.0,3376.02,3.06,0.0009063927346401976,8.392578125,42.13448275862069,0.1724137931034483,64.13793103448276,1.1758620689655173,0.4827586206896552
1,30.0,3491.11,2.061,0.000590356648744955,8.115966796875,41.06333333333333,0.16666666666666666,62.0,1.4273333333333333,0.4666666666666667
1,33.0,3714.47,4.064,0.001094099561983271,8.73046875,62.04242424242424,0.09090909090909091,91.21212121212122,1.4048484848484848,0.5151515151515151
1,32.0,3587.2,4.063,0.0011326382694023193,8.715576171875,13.787500000000001,0.0625,64.0625,2.6090625,0.40625
1,32.0,3713.29,2.144,0.0005773855529732394,8.12060546875,75.95937499999998,0.15625,36.5625,1.7146875,0.40625
1,38.0,4178.84,3.145,0.0007526012003331068,8.39892578125,32.50263157894737,0.07894736842105263,41.05263157894736,1.6842105263157894,0.3157894736842105
1,35.0,3893.71,6.988,0.001794689383646959,11.5673828125,67.26571428571428,0.05714285714285714,106.0,1.4074285714285715,0.42857142857142855
1,33.0,4129.700000000001,7.418,0.0017962563866624692,11.6751708984375,166.16969696969696,0.030303030303030304,11.818181818181818,6.0645454545454545,0.18181818181818182
1,34.0,4074.93,8.063,0.001978684296417362,10.66650390625,36.097058823529416,0.08823529411764706,62.94117647058823,3.260294117647059,0.4117647058823529
1,33.0,3896.79,9.108,0.0023373083999907616,11.733154296875,84.76666666666668,0.030303030303030304,85.75757575757575,3.333939393939394,0.5151515151515151
1,33.0,3853.77,8.108,0.0021039138298341625,11.558349609375,87.05151515151515,0.030303030303030304,97.57575757575756,2.7327272727272724,0.5454545454545454
1,33.0,3609.17,5.108,0.001415283846424524,9.2490234375,90.51818181818183,0.06060606060606061,41.21212121212122,2.8087878787878786,0.3939393939393939
1,18.0,2291.7599999999998,6.369,0.002779086815373338,10.56787109375,36.58888888888889,0.1111111111111111,37.77777777777777,4.392222222222222,0.3333333333333333
1,20.0,2198.82,2.799,0.0012729554943105847,8.12890625,47.769999999999996,0.05,39.0,0.46799999999999997,0.6
1,25.0,2796.44,1.841,0.000658337028507674,7.915771484375,37.760000000000005,0.08,31.2,0.8931999999999999,0.52
1,30.0,3188.77,4.061,0.0012735318006629516,8.708251953125,21.883333333333333,0.1,19.333333333333332,1.5873333333333333,0.3333333333333333
1,18.0,2159.64,6.372,0.002950491748624771,11.42919921875,62.13333333333333,0.1111111111111111,53.888888888888886,3.652222222222222,0.4444444444444444
1,42.0,4771.72,4.103,0.0008598576613883462,8.70068359375,29.769047619047623,0.07142857142857142,50.95238095238095,1.5895238095238096,0.38095238095238093
1,44.0,5172.040000000001,1.95,0.0003770272465023472,8.00146484375,39.71818181818181,0.06818181818181818,77.5,2.0863636363636364,0.4090909090909091
1,64.0,7305.820000000001,5.147,0.0007045068178520685,9.16455078125,64.121875,0.125,106.40625,0.49,0.515625
1,37.0,3931.31,2.761,0.0007023104257868242,9.49169921875,-1.502702702702702,0.16216216216216217,42.16216216216216,1.0429729729729729,0.2972972972972973
1,14.0,1612.07,4.987,0.0030935381217937186,13.140625,-31.771428571428576,0.07142857142857142,160.0,-0.2071428571428572,0.5
1,14.0,1478.92,3.988,0.002696562356314067,13.078125,10.914285714285715,0.0,195.71428571428572,-0.9621428571428572,0.7142857142857143
1,36.0,3892.41,3.062,0.0007866591648875632,8.39794921875,27.62500000000001,0.08333333333333333,37.77777777777777,2.2024999999999997,0.3055555555555556
1,37.0,3999.52,3.06,0.0007650918110173221,8.39111328125,21.518918918918928,0.10810810810810811,28.91891891891892,1.9475675675675677,0.2702702702702703
1,34.0,3474.19,3.26,0.0009383482192971598,8.64892578125,17.08235294117647,0.0,71.76470588235294,0.4370588235294117,0.4411764705882353
1,34.0,3497.22,3.302,0.0009441785189378993,8.64990234375,27.51764705882353,0.0,71.76470588235294,0.37882352941176467,0.4411764705882353
1,32.0,3464.1,2.219,0.0006405704223319188,8.284912109375,38.41875,0.0625,73.125,0.6309374999999999,0.40625
1,34.0,3594.3,8.525,0.0023718109228500683,11.25634765625,14.717647058823534,0.029411764705882353,63.23529411764705,1.7123529411764706,0.38235294117647056
1,32.0,3909.43,4.982,0.001274354573428863,10.560546875,41.396875,0.125,67.1875,3.0840625,0.25
1,24.0,2455.95,3.986,0.00162299721085527,11.052734375,-5.329166666666669,0.041666666666666664,142.08333333333331,-0.31000000000000005,0.4583333333333333
1,21.0,1968.47,4.987,0.002533439676500023,13.140625,-4.814285714285715,0.0,121.42857142857142,-0.76,0.6190476190476191
1,18.0,2457.98,7.369,0.0029979902196112253,11.0654296875,49.58333333333334,0.2777777777777778,16.11111111111111,4.275555555555555,0.3888888888888889
1,18.0,2429.97,7.369,0.00303254772692667,10.796142578125,58.97777777777779,0.2777777777777778,16.11111111111111,3.7550000000000003,0.3888888888888889
1,17.0,2239.77,6.369,0.0028435955477571356,10.39990234375,-20.470588235294116,0.23529411764705882,40.0,2.9841176470588233,0.4117647058823529
1,17.0,2267.78,6.369,0.002808473485082327,10.56787109375,13.223529411764709,0.23529411764705882,40.0,3.5352941176470587,0.4117647058823529
1,17.0,2267.78,6.369,0.002808473485082327,10.56787109375,13.223529411764707,0.23529411764705882,40.0,3.5352941176470587,0.4117647058823529
1,40.0,4065.67,3.147,0.0007740421627923564,8.40478515625,14.482500000000005,0.025,73.25,1.3202500000000001,0.425
1,34.0,4002.66,8.062,0.002014160583212164,10.77197265625,76.03529411764706,0.11764705882352941,34.41176470588235,3.875588235294118,0.38235294117647056
1,16.0,1960.43,5.372,0.002740215156878848,10.771484375,78.66874999999999,0.125,66.875,3.18,0.5
1,18.0,2060.5099999999998,5.372,0.002607121537871692,10.771484375,68.98888888888891,0.1111111111111111,53.888888888888886,2.7711111111111113,0.4444444444444444
1,18.0,2104.56,4.372,0.0020773938495457483,9.8056640625,4.816666666666666,0.16666666666666666,59.44444444444444,1.7638888888888888,0.4444444444444444
1,18.0,2100.57,5.372,0.002557401086371794,10.771484375,5.000000000000001,0.1111111111111111,53.888888888888886,2.8233333333333333,0.4444444444444444
1,32.0,3834.54,8.06,0.0021019470392798093,10.375244140625,20.1375,0.125,48.75,3.594375,0.375
